id	question	question_concept	choices	answerKey
440d73ea507a18154fe1dfd6c7b22111	What kind of class uses a triangle?	triangle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mathematics', 'geometry', 'math class', 'math book', 'university'],
      dtype=object)}"	B
dcde23ce60ec0db2348cb355e35afd49	How does a person go to space?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['building', 'space shuttle', 'car', 'fairy tale', 'street corner'],
      dtype=object)}"	B
f5472cd8e70791c96fdeaf1f8aac82a8	If you listen to someone what skill do you have?	listen	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['able to hear', 'very quiet', 'pay attention', 'shut up', 'hatred'],
      dtype=object)}"	A
0d7d0795de259a6ea594eb9fce6c61f1	The product was not meant to be sold.  What was it for?	product	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'cost one dollar', 'breaking', 'demonstration', 'store'],
      dtype=object)}"	D
56929776d2d8754b2e5570297a9e995a	Where would you expect to find a hospital?	hospital	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['every state', 'military base', 'doctor', 'detroit', 'most cities'],
      dtype=object)}"	E
43f23241f2184350aa5ba9fd8d5cce79	When not in your home country you are?	home	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['foreign', 'in space', 'tent', 'work', 'outside'], dtype=object)}	A
8b3acc2cc31fb0e0be258f66dfb12852	Where can the children leave their bicycles?	bicycle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['street', 'netherlands', 'behind', 'university', 'schoolyard'],
      dtype=object)}"	E
fa5ebdedbc3c5d3a66c9ea8cf13d0ec6	What is a computer unable to do?	computer	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['process information', 'cast shadow', 'crash', 'make decisions',
       'become sensible'], dtype=object)}"	E
97b449d776ca353459d0e71551579162	I wanted to stand up, what would I use to do this?	standing up	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feet', 'balance', 'effort', 'hands', 'courage'], dtype=object)}	A
e894f09bdbf6e1796e8507e710e4a753	Where would you put a teaspoon if you are not using it?	teaspoon	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in mouth', 'eating', 'kitchen drawer', 'cup of coffee',
       'coffee cup'], dtype=object)}"	C
627cda74155eafa4dab9eb7040103d69	If you want to set a romantic atmosphere you might light a candle where?	candle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dimly lit room', 'synagogue', 'bedroom', 'birthday cake', 'roses'],
      dtype=object)}"	C
52ae1ab67be94a5f893fd84d3fd64120	If you were looking for a grape, where is one place where you probably wouldn't find one?	grape	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'plate', 'field', 'winery', 'fruit stand'], dtype=object)}	C
30a67176a331f5dd5147c59f1af28fe8	She caught the first snowflake of her life on her tongue, she was naively excited to be spending a what in a region that actually had snow?	snowflake	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud', 'december', 'air', 'africa', 'winter'], dtype=object)}	E
b997dadced459fae8e7998d22016e559	Where is a good place for a window in a house?	window	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restroom', 'building', 'wall', 'classroom', 'space shuttle'],
      dtype=object)}"	C
bd9b81f43baf042635fee3b20c98e705	Working in the vegetable garden everyday is good for you, you get to spend time where?	vegetable garden	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'outside', 'amusement park', 'eating', 'back yard'],
      dtype=object)}"	B
a9378eb283e485b6cc3963da18d7fac4	The bus stop implemented a size restriction for luggage, where was the bus stop going?	bus stop	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boarding bus', 'city', 'fast', 'urban area', 'airport'],
      dtype=object)}"	E
97e9ca5c0779c1135fe1dd039d2e8031	What causes someone to laugh from something surprising?	surprising	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fight', 'accidents', 'bad news', 'funny', 'frightened'],
      dtype=object)}"	D
a08aba24bf31c20bebfd1a4eeb0281c8	He retired from his command after twenty years, he was proud that he chose to what but was ready to retire?	command	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['obey', 'comply', 'serve', 'follow', 'ask'], dtype=object)}	C
7b0ab0baa89de7184f7bf3f23c3f57cb	When someone is seeing new things in a positive environment, what do they feel?	seeing new	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fear', 'curiosity', 'wonder', 'anger', 'excitement'], dtype=object)}	E
63d9caaf9e43220962dc61fe5fcff396	Where is an empty dish usually stored?	dish	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['resturant', 'pantry', 'table', 'kitchen cabinet', 'glass'],
      dtype=object)}"	D
51ee769a7a07bf8ac190444463742a3c	What might two people have before returning to work?	returning to work	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anxiety', 'earn money', 'conversation', 'depression', 'fight'],
      dtype=object)}"	C
7b275663252c8af8ef9319625ddc4c1e	James bought a hide bed sofa because it was space efficient. Where might he live?	hide bed sofa	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'apartment', 'village', 'beach condo', 'hotel'],
      dtype=object)}"	B
fc4e63daad9728029b4cc6fd4ce0ed1d	Where is a bicycle likely to be safe?	bicycle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garage', 'sidewalk', 'schoolyard', 'toy store', 'street'],
      dtype=object)}"	A
30b30bc52c7f8bf215d3f414f751226f	What is a fun way for children to be learning about science?	learning about science	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['time', 'frustration', 'become educated', 'experiment',
       'excitement'], dtype=object)}"	D
dc1e585d50b6f385d18aa8b947f4fc34	Sarah was watching a film, but she missed the middle.   She closed her eyes in the beginning and when she opened them the credits were rolling.  What did she do?	watching film	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['entertainment', 'die', 'crying', 'falling asleep', 'masturbate'],
      dtype=object)}"	D
3c0a440aa49041b9623f14dbe2a9b7a7	When one is using computers for a long period of time, what might happen to the human body?	using computer	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'addiction', 'editing', 'falling asleep',
       'carpal tunnel syndrome'], dtype=object)}"	A
04f27b5ccb08035e68d5a4a711232658	What is likely to have an enclosed shelf?	shelf	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'a mortuary', 'bookstore', 'school building', 'bedroom'],
      dtype=object)}"	A
f32446abd5fda92d076d38e1076d5edd	What are dark clouds likely to do?	clouds	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud vision', 'weather', 'awe inspiring', 'bring rain',
       'rain water'], dtype=object)}"	D
5a5da37b685ec9c6f15228128ce30437	Even if was clean and chlorinated, shallow water wouldn't make for much summer fun in your backyard what?	shallow water	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lake', 'childrens pools', 'pond', 'swimming pool', 'puddle'],
      dtype=object)}"	D
c9b6efef16fb22411752866bd14b6767	What is a privilege to being an adult?	adult	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dress herself', 'marry', 'drink beer', 'work', 'drive train'],
      dtype=object)}"	C
125b36f32b2eab065dcbb005dac510bc	Where is the closest sofa located that isn't in your own residence?	sofa	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""neighbor's house"", ""person's living room"", 'livingroom',
       'white house', 'home'], dtype=object)}"	A
e13eaf84dcbb81681834b71748c635d1	The video game featured an anger bar that you charged up to more easily do what?	anger	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['illustrate point', 'destroy enemy', 'cool off', 'write letter',
       'get drunk'], dtype=object)}"	B
6f917dab08816fa9e482d4489aab0223	What is likely the result of falling from a height?	falling	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'broken bones', 'going down', 'diving', 'injuries'],
      dtype=object)}"	B
02d4e60834dcfdb0e045dfd6739bceaf	The city was very bright this time of year.  There was a much smaller population where?	city	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suburbs', 'town', 'wilderness', 'outside', 'countryside'],
      dtype=object)}"	E
b8e53ecbba11ee0704bdb1761e3fc7a7	where do you typically buy apples?	apples	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['farmers market', 'table', 'grocery store', 'apple tree', 'fridge'],
      dtype=object)}"	C
373a047f11398b0fe9c514874c738542	What method does someone use to get the best price when buying products?	buying products	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bankruptcy', 'loss of money', 'comparison shopping',
       'overstocking', 'play games'], dtype=object)}"	C
5383eb97935814f536050a3fcec2bf58	Where is a knight likely to be a hero?	knight	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['historical novel', 'castle', 'chess set', 'renaissance festival',
       'middle ages'], dtype=object)}"	A
9819c72105cb4e1073dfa5e95c7d9d08	What can steel be used to build?	steel	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'tall building', 'buildings', 'bridge',
       'automobile factory'], dtype=object)}"	B
664515c27354fe1b4e24251d8bc2f2a2	Evening comes after what?	evening	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sunset', 'daytime', 'dawn', 'night', 'early morning'],
      dtype=object)}"	B
4162d0e228037e1e64538198d751c36e	If you stretch out your socks they will then have what kind of fit?	stretch	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cramped', 'loose', 'contract', 'park', 'compressing'],
      dtype=object)}"	B
7f815c44974891216d710ec6623abb6a	When meeting a friend what are you likely to do over coffee?	meeting friend	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['talk', 'excitement', 'joy', 'abuse', 'panic'], dtype=object)}	A
484f140a3fb231b0c21662d9244f2990	Where was he one speaker of many?	speaker	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drive in movie', 'shelf', 'conference', 'lecture hall',
       'demonstration'], dtype=object)}"	C
1f36e8c83be878ce006f4a2dc2b26c75	The child couldn't lift the box of lead, it was what?	lead	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['toxic', 'light', 'isolated from sulphide pbs', 'very heavy',
       'very dense'], dtype=object)}"	D
5dd16ec4a1ca8ea3e8f3387578a3cc3b	"I pay someone in a ticket booth for tickets to ""The Greatest Showman.""  Where am I likely to be?"	ticket booth	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sports arena', 'auditorium', 'opera', 'movie theatre',
       'metro station'], dtype=object)}"	D
e3181511069d58f423be4ba9f8543de0	What would you be doing if you are bringing suit against someone?	bringing suit	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['swimming', 'going to court', 'ruling', 'randomness', 'laughter'],
      dtype=object)}"	B
fe9058478df093887b7711f7ff6a32b8	What do you take fish off of when fishing?	fish	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['end of line', 'ocean', 'pet shop', 'boat', 'pond'], dtype=object)}	A
2878ff65b598e57da84f9fc56cc1a078	Why does a lizard lay on a rock in the sun?	lizard	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['west texas', 'arid regions', 'to get a sexy tan', 'warm place',
       'new mexico'], dtype=object)}"	D
b76ddbbba31260e80b47317d83ecaace	If you poke yourself with sharp knitting needle what will you start doing?	knitting	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'relaxation', 'bleeding', 'cooking',
       'carpal tunnel syndrome'], dtype=object)}"	C
50fa0daf9fd03ee844a6576fad34efe2	Billy's boss told him to get a book from a high shelf, so he took a stepladder from what?	stepladder	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['store room', 'tool shed', 'hardware store',
       ""construction worker's vehicle"", 'library'], dtype=object)}"	A
d5b6f6ccb2bc716fa6d2adc2daaf68cb	What is the benefit of ships if there is no bridge available?	ships	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['collide', 'carry people', 'cross river', 'sailors', 'bottom out'],
      dtype=object)}"	C
cc32b0239f4cccb29c7a182b508f3882	Where would you find a playroom with very young children just starting their education?	playroom	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['preschool', 'playground', 'big house', 'building',
       ""grandma's house""], dtype=object)}"	A
2a0085e34c1dc933c8ed6d5a4b807011	Where can you find someone's number written on paper?	number	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['math book', 'mathematics', 'office', 'lottery', 'phonebook'],
      dtype=object)}"	E
840a2981f00bd72e9c67b95592f34ba2	Where could you learn about someone's paper?	paper	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'conference', 'front door', 'garden', 'suitcase'],
      dtype=object)}"	B
9617ec5081849407fb8d0b230ec16582	What is water rapids that are choppy considered?	water	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blue', 'dangerous', 'surface of earth', 'shaky', 'important'],
      dtype=object)}"	B
1f53457a417aae5ba1af874ac51886c4	What does a building have if it does not have solidity?	solidity	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['instability', 'hollowness', 'weakness', 'instability', 'openness'],
      dtype=object)}"	C
0b4f176e809e98367e36e781aa478112	Man probably invented sports because of its instinctual need to be what?	sports	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['recreational', 'competitive', 'good looking', 'fun', 'violent'],
      dtype=object)}"	B
ffe82545e5af209e31f5e40552c7349c	What might one use to figure out the best route for travelling?	route	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['atlas', 'post office', 'map', 'get to specific place', 'phone'],
      dtype=object)}"	C
48f3a391ec3fececb46ba92a353d1b10	If there is a source of light behind a tree what would expect to happen?	tree	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['provide shelter', 'cast shadow', 'branch out', 'block wind',
       'fall down'], dtype=object)}"	B
258fcb2c047fa2aa2b5c4b082d8a470e	The child was scorned for scratching the plate with his what?	plate	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cup', 'spoon', 'fork', 'saucer', 'bowl'], dtype=object)}	C
1c9c74b9f47e40bb25f317dc965df2d3	Where might I hear and see information on current events?	information	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['internet', 'television', 'newspaper', 'book', 'radio'],
      dtype=object)}"	B
1154f4c7b861d66ca531bef6ec873e1c	It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?	commit to memory	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make tape', 'memorize', 'never forget', 'concentrate', 'learn'],
      dtype=object)}"	E
586f7bbd8782124719f6413c785e4756	Contemplating a concept can lead to what?	contemplating	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['revelations', 'action', 'understanding', 'discovery', 'wisdom'],
      dtype=object)}"	C
12a737aaffbed4f271cb9184e22e1f7b	What does playing guitar cause a person to do?	playing guitar	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['singing', 'listening to music', 'arthritis', 'making music',
       'write a song'], dtype=object)}"	D
50bb291e85fdb335eec7f4768d241700	The realtor had a hard time selling the houses, he always had to explain that the former tenant used to shoot what in them?	houses	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pornography', 'park', 'very large', 'foundation', 'walls'],
      dtype=object)}"	A
1ca0b67dedb7ff20b81b05be44e10dae	Where could you find only a few place to stay?	place to stay	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['phone book', 'town', 'mexico', 'a holiday', 'city'], dtype=object)}	B
efe1574891154b46fdedc96e6afb656c	If you find a bone wrapped in clothe, where are you?	bone	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tomb', 'museum', 'arm', 'human body', 'hospital'], dtype=object)}	A
0d59846f5eba84d6bdedb5d087449246	If you lock your knees while standing in line, what may you experience?	standing in line	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boredom', 'order', 'main', 'fainting', 'agitation'], dtype=object)}	D
90cdf2099ea64117578b6bd82e7c2eeb	On a family vacation, where might I visit near the shore to look for crab?	crab	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooking pot', 'beach sand', 'tidepools', 'chesapeake bay',
       'fish market'], dtype=object)}"	C
d244fce5f60165ba5e13d019c2000849	If I am a spectator at a trade show, what am I likely watching?	spectator	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sporting event', 'racing', 'demonstration', 'show', 'watch event'],
      dtype=object)}"	C
eb3b5528b15b4fc9bd9571514f53ad1d	They party animals starting drinking in the evening and weren't done until when?	evening	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['afternoon', 'dusk', 'daytime', 'night', 'dawn'], dtype=object)}	E
f4b11369847fed3be2484060e06bebf4	Getting up early was new for her, she needed some drops to clear up her what?	getting up early	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restlessness', 'starting early', 'tiredness', 'feeling tired',
       'bloodshot eyes'], dtype=object)}"	E
d72c5c03c096712c29368dec2381e338	When people look to store their plastic cutlery, what do they use?	plastic	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'everything', 'own home', 'clothes closet', 'store'],
      dtype=object)}"	A
b9e51e1fb06f0e9143fc2d81de525111	There were many features displayed, but most were where for the one particular gallery?	gallery	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large city', 'art museum', 'london', 'france', 'new york city'],
      dtype=object)}"	B
02e3836eb133a7ee2550a88736773716	A person who is successful at bringing people to the table probably makes what?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['delicious food', 'compliments', 'acquire wealth', 'bread',
       'self esteem'], dtype=object)}"	A
32821a9cce6da197fe94ca570e06c3a8	Where do you get a new shopping bag?	shopping bag	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garage', 'retail store', 'storage cabinet', 'supermarket',
       'car trunk'], dtype=object)}"	B
b512b2d855b4d04b81e83359e9bb4efa	Where do you throw a ball down the lane?	lane	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'basketball court', 'rural countryside', 'highway',
       'bowling alley'], dtype=object)}"	E
3d655f8f05d164f540debea7275b36fe	Where would excitement not be allowed?	excitement	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hockey game', 'boxing match', 'library', 'car show', 'dance'],
      dtype=object)}"	C
289addcb06f353f3a306164008ff8f2b	Female ants don't have wings and can only get around by doing what?	ants	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crawl', 'follow one another', 'running', 'circle food', 'fly'],
      dtype=object)}"	A
b448ec04bbff943f8e04d631e574fb79	Where would you store a book that you're taking with you on vacation?	book	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'briefcase', 'suitcase', 'book store', 'synagogue'],
      dtype=object)}"	C
d487ddcb09722395e69f72e48119dd99	The cowboy was having fun atop the bull even though it was a what?	having fun	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manual', 'wild ride', 'need for rest', 'playing marbles', 'hug'],
      dtype=object)}"	B
d1244f26fe16fce8034508f24b70b03c	Disney has an entire ride dedicated to getting what to the world?	getting	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'fun', 'wanting more', 'joy', 'new realization'],
      dtype=object)}"	D
1a0ef71bf6a2cc76caa4ad037dfc4f17	Where on the upper body do people want to remove hair?	hair	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arm', 'mammals', ""person's head"", 'mammoth trunk', 'sink'],
      dtype=object)}"	A
6eff929aea194936a221a63a1a257c14	The animals were not thirsty, so what did they do when they were by the river?	animals	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel pain', 'fly', 'pass water', 'die of cancer', 'feel pleasure'],
      dtype=object)}"	C
ee9a374176ae07c14ab7c0b2adc02b7b	The children were going to play, the parents encouraged it hoping it resulted in what?	going to play	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being entertained', 'spending money', 'intermission',
       'weight loss', 'sleepiness'], dtype=object)}"	E
3e88bd1c8103ffbaaf0353b189be2d9c	A person who fears A.I. has a main fear that man will lose the ability to what?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go on vacation', 'work', 'cross street', 'control computer',
       'separate things'], dtype=object)}"	D
6e21898f8f6b2d6cd02febabe0fac653	Where should you be careful of bees after drinking cider?	bee	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sky', 'field of flowers', 'beehive', 'orchard', 'countryside'],
      dtype=object)}"	D
ee5ca8a118e4be200d9208b4541473fa	Sally thought that the people she hired were entertaining, but that was what she expected.  After all, it was what they were what?	entertaining	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['making friends', 'fatigue', 'envy', 'getting paid for',
       'appreciate more'], dtype=object)}"	D
a0a0f91e33c6b4856ab5ee1b252afaa3	John was a servant, but he was paid for his work.  What was he?	servant	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in charge', 'boss', 'free person', 'queen', 'lord'], dtype=object)}	C
621a790d416d1d8806dad54dcda943c0	His long walk home wasn't over, he lived on the tenth storey of a walk up what?	storey	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skyscraper', 'book of stories', 'tall building',
       'apartment building', 'mall'], dtype=object)}"	D
c3a1f9f211f4dd69e84fb221c4ec6351	Where is confetti thrown from the rooftops?	confetti	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big cities', ""new year's eve"", 'air', 'shredder', 'streets'],
      dtype=object)}"	A
d558e4e0b8ecb5951fc7cbe372e34b6e	Dan thought that he was bad.  But hid Queen disagreed.  She knighted him.  She thought he was what?	bad	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exceptional', 'upright', 'choice', 'sufficient', 'worthy'],
      dtype=object)}"	E
76750f4994de41ff26230ba8d5d551cf	There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?	door	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'building', 'office', ""neighbor's house"", 'funeral'],
      dtype=object)}"	A
afbb6ffd7154613a7d2f0233bf29cbd3	What do you use a clock for?	clock	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat food.', 'tell time', 'wind down', 'stop working',
       'working correctly'], dtype=object)}"	B
5fb63d27524e8c709cb18cdba6a709ce	Sean stared at his door all night.  He was scared that he might see it doing what?	door	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wall', 'window', 'opening', 'closet', 'exit'], dtype=object)}	C
8100105cae3472cac1dfd974b6ed5147	When there are group projects, how do people normally work on them?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'work in teams', 'kiss each other',
       'receive gifts', 'argue'], dtype=object)}"	B
19ab292d72f84ccd509d9951e54431d1	Where would you find a welcome mat in a house?	mat	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floors', 'desert', 'school', 'doorway', 'bathroom'], dtype=object)}	D
cfb48ad71eff8262bf309c145ddc952d	Procreating isn't the only consequence of sex.  What is even more common than kids?	procreating	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['twins', 'children born', 'venereal disease', 'used condoms',
       'pregnancy'], dtype=object)}"	C
490169ff203c2713a9cae8ae07d07a04	Where might one find a bench of people sitting before they are taken away?	bench	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car stand', 'bus stop', 'state park', 'bus depot', 'rest area'],
      dtype=object)}"	B
9857e9eb7eccca71a854bc5fdaa7b86e	He was trying to buy a new mattress, he wanted something soft yet what?	soft	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hexachord', 'loud', 'hard', 'harsh', 'firm'], dtype=object)}	E
01538e150941341c1d6afa9b3b5e0390	Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?	company	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['you', 'alone', 'solitude', 'he want to marry', 'loneliness'],
      dtype=object)}"	B
9fc1f22e15e7d49a2579c20321160ee9	If you want to buy you must what?	buy	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spend money', 'go shopping', 'paying', 'have in mind', 'a shop'],
      dtype=object)}"	A
02f2b4c6096a20255d37bbe140cc3604	Where can many merchants have their stores under one roof?	merchant	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'store', 'mall', 'market', 'shopping center'],
      dtype=object)}"	C
48fa7011f29cdea0d7685b7aa7b7fe17	Where is a copy machine likely to be?	machine	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['barn', 'office', 'assembly line', 'museum', 'kitchen'],
      dtype=object)}"	B
22bbe42c9508a41e98ad7ad14db01991	What will happen if you get warm too much?	get warm	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelin guilty', 'sleep', 'sweating', 'feel more comfortable',
       'cuddle'], dtype=object)}"	C
9405d89ee018b8314bedfe12703bd2c8	What do you to learn new things as a kid?	learn new	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ask questions', 'fun', 'study', 'driving', 'go to school'],
      dtype=object)}"	E
c1bec77ce809e577edfb13490888dbdd	A skateboard can have a steep learning curve, but once the basics are mastered you can what?	skateboard	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relax', 'teenager', 'freedom', 'have fun', 'give up'],
      dtype=object)}"	D
9e99b88d8bff7b056d20bfb16cbc9ffa	Where can you can enjoy music in public ?	music	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theatre', 'elevator', 'opera', 'cassettes', 'store'], dtype=object)}	A
f6120f0d6d89d30f5795b1eb45f8e4c4	James wanted to add space for an extra guest, so he bought a hide bed sofa.  With that he'd be able to have two people stay over, one in the guest room, and one on the sofa.  Where might he have been?	hide bed sofa	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hotel', 'guest room', 'office', 'apartment', 'house'],
      dtype=object)}"	E
c18a219afcfa6599be70ef18840add76	The crab was feeling cold in the water, where was he stuck?	crab	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gulf of mexico', 'fridge freezer', 'fish market', 'grocery store',
       'north sea'], dtype=object)}"	E
